customerID,BeginDate,EndDate_raw,EndDate_parsed,tenure_months_snapshot,MonthlyCharges,TotalCharges,num_internet_services,has_internet,has_phone,num_services,avg_monthly_from_total,payment_auto,gender,SeniorCitizen,Partner,Dependents,Type,PaperlessBilling,PaymentMethod,InternetService,MultipleLines,churn_left,active_at_snapshot,target
2640-PMGFL,2017-07-01,2019-10-01 00:00:00,2019-10-01,31.04,79.5,2180.55,1,1,1,2,70.24967783505156,0,Male,0,No,Yes,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
3801-HMYNL,2019-10-01,2019-11-01 00:00:00,2019-11-01,4.04,89.15,89.15,2,1,0,2,22.066831683168317,0,Male,0,Yes,Yes,Month-to-month,No,Mailed check,Fiber optic,No,1,0,0
0516-QREYC,2018-02-01,No,,23.98,20.3,459.95,0,0,0,0,19.180567139282736,0,Female,1,No,No,Month-to-month,Yes,Mailed check,,No,0,1,1
9685-WKZGT,2018-11-01,2020-01-01 00:00:00,2020-01-01,15.01,74.95,1036.75,0,1,1,1,69.07061958694204,0,Male,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
6022-UGGSO,2017-03-01,2019-11-01 00:00:00,2019-11-01,35.05,74.4,2276.95,1,1,0,1,64.96291012838802,0,Female,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
8084-OIVBS,2019-03-01,No,,11.07,20.0,211.95,0,0,0,0,19.146341463414632,0,Female,0,No,No,One year,No,Mailed check,,No,0,1,1
8896-BQTTI,2020-01-01,No,,1.02,25.0,25.0,0,0,1,1,24.509803921568626,0,Male,0,No,No,Month-to-month,Yes,Mailed check,,Yes,0,1,1
3865-QBWSJ,2016-12-01,No,,38.01,80.45,3162.65,1,1,1,2,83.20573533280717,0,Male,1,No,Yes,Month-to-month,Yes,Mailed check,Fiber optic,Yes,0,1,1
3352-RICWQ,2019-05-01,No,,9.07,19.75,210.65,0,0,0,0,23.224917309812568,0,Female,0,Yes,Yes,Two year,No,Mailed check,,No,0,1,1
2160-GPFXD,2015-08-01,No,,54.04,65.65,3566.7,3,1,1,4,66.00111028867505,1,Male,0,Yes,Yes,Two year,Yes,Credit card (automatic),DSL,Yes,0,1,1
2065-MMKGR,2017-09-01,No,,29.01,71.0,2080.1,2,1,1,3,71.70286108238538,1,Female,0,No,No,One year,Yes,Credit card (automatic),DSL,Yes,0,1,1
5857-TYBCJ,2016-06-01,No,,44.02,89.2,4040.2,2,1,1,3,91.7810086324398,0,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
1498-NHTLT,2015-03-01,No,,59.07,86.75,5186.0,6,1,0,6,87.79414254274589,0,Male,0,Yes,Yes,Two year,Yes,Electronic check,DSL,No,0,1,1
4484-CGXFK,2019-09-01,2019-12-01 00:00:00,2019-12-01,5.03,55.3,196.15,1,1,0,1,38.99602385685885,0,Female,0,No,No,Month-to-month,Yes,Electronic check,DSL,No,1,0,0
1402-PTHGN,2018-08-01,No,,18.04,61.5,1087.45,3,1,0,3,60.279933481153,0,Female,0,Yes,Yes,One year,Yes,Mailed check,DSL,No,0,1,1
4176-RELJR,2014-07-01,No,,67.05,25.1,1672.15,0,0,1,1,24.938851603281137,1,Male,1,No,No,Two year,No,Credit card (automatic),,Yes,0,1,1
6214-EDAKZ,2018-01-01,2019-11-01 00:00:00,2019-11-01,25.0,55.15,1206.05,2,1,0,2,48.242,0,Female,0,Yes,Yes,Month-to-month,No,Electronic check,DSL,No,1,0,0
5199-FPUSP,2017-05-01,No,,33.05,34.05,1113.95,2,1,0,2,33.70499243570348,1,Male,0,No,Yes,One year,No,Credit card (automatic),DSL,,0,1,1
6377-KSLXC,2019-09-01,No,,5.03,19.95,107.05,0,0,0,0,21.282306163021868,0,Male,0,No,No,Month-to-month,No,Mailed check,,No,0,1,1
1796-JANOW,2019-12-01,No,,2.04,19.95,38.15,0,0,0,0,18.70098039215686,0,Female,0,No,No,Month-to-month,No,Mailed check,,No,0,1,1
0238-WHBIQ,2014-02-01,No,,71.98,89.7,6339.3,6,1,1,7,88.07029730480689,1,Male,0,Yes,Yes,Two year,No,Credit card (automatic),DSL,Yes,0,1,1
8735-NBLWT,2019-05-01,No,,9.07,20.4,184.1,0,0,0,0,20.297684674751928,0,Male,0,No,Yes,Month-to-month,No,Mailed check,,No,0,1,1
6651-RLGGM,2014-07-01,No,,67.05,26.3,1688.9,0,0,1,1,25.18866517524236,0,Male,0,Yes,Yes,Two year,No,Mailed check,,Yes,0,1,1
6127-ISGTU,2018-09-01,2020-01-01 00:00:00,2020-01-01,17.02,84.95,1378.25,1,1,1,2,80.97826086956522,0,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
1614-JBEBI,2019-06-01,No,,8.05,20.7,137.6,0,0,0,0,17.09316770186335,0,Female,0,No,No,Month-to-month,Yes,Mailed check,,No,0,1,1
8740-XLHDR,2019-07-01,2019-12-01 00:00:00,2019-12-01,7.06,43.25,219.0,4,1,0,4,31.019830028328613,0,Male,0,No,No,Month-to-month,Yes,Mailed check,DSL,,1,0,0
1208-DNHLN,2017-12-01,2019-11-01 00:00:00,2019-11-01,26.02,48.35,1067.15,0,1,1,1,41.012682551883174,1,Male,0,Yes,Yes,One year,Yes,Credit card (automatic),DSL,Yes,1,0,0
1761-AEZZR,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,79.55,79.55,1,1,0,1,38.995098039215684,0,Male,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
3923-CSIHK,2015-09-01,2019-11-01 00:00:00,2019-11-01,53.02,71.05,3444.85,0,1,0,0,64.9726518294983,0,Female,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
5696-EXCYS,2018-09-01,No,,17.02,19.45,369.05,0,0,0,0,21.68331374853114,1,Male,0,No,No,Two year,No,Credit card (automatic),,No,0,1,1
5795-KTGUD,2014-06-01,No,,68.04,110.8,7553.6,5,1,1,6,111.01704879482656,1,Female,0,Yes,No,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
7120-RFMVS,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,84.5,84.5,1,1,1,2,41.42156862745098,0,Male,0,No,No,Month-to-month,No,Electronic check,Fiber optic,Yes,1,0,0
7924-GJZFI,2018-01-01,No,,25.0,69.3,1813.1,0,1,0,0,72.524,0,Female,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
4702-HDRKD,2014-07-01,No,,67.05,49.35,3321.35,4,1,0,4,49.53542132736764,1,Male,0,No,No,One year,Yes,Bank transfer (automatic),DSL,,0,1,1
8512-WIWYV,2017-06-01,No,,32.03,20.35,707.5,0,0,0,0,22.08866687480487,1,Male,0,No,No,One year,No,Credit card (automatic),,No,0,1,1
5897-ZYEKH,2014-07-01,No,,67.05,105.6,7112.15,4,1,1,5,106.07233407904549,0,Female,1,Yes,No,One year,Yes,Electronic check,Fiber optic,Yes,0,1,1
5456-ITGIC,2014-02-01,No,,71.98,64.45,4641.1,6,1,0,6,64.47763267574327,1,Male,1,Yes,No,Two year,Yes,Credit card (automatic),DSL,,0,1,1
7317-GGVPB,2013-11-01,2019-10-01 00:00:00,2019-10-01,75.0,108.6,7690.9,5,1,1,6,102.54533333333333,1,Male,0,Yes,No,Two year,Yes,Credit card (automatic),Fiber optic,Yes,1,0,0
1406-PUQVY,2020-01-01,No,,1.02,49.9,49.9,1,1,0,1,48.92156862745098,0,Male,0,No,Yes,Month-to-month,Yes,Electronic check,DSL,No,0,1,1
1322-AGOQM,2016-02-01,2019-12-01 00:00:00,2019-12-01,48.0,30.3,1380.1,1,1,0,1,28.75208333333333,1,Male,0,No,No,Month-to-month,No,Bank transfer (automatic),DSL,,1,0,0
3677-IYRBF,2019-11-01,2020-01-01 00:00:00,2020-01-01,3.02,30.4,78.65,1,1,0,1,26.043046357615896,0,Female,1,No,No,Month-to-month,Yes,Electronic check,DSL,,1,0,0
5692-FPTAH,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,45.4,45.4,0,1,0,0,22.254901960784313,0,Female,0,No,No,Month-to-month,Yes,Mailed check,DSL,No,1,0,0
9114-AAFQH,2016-02-01,No,,48.0,65.65,3094.65,3,1,0,3,64.471875,0,Female,0,Yes,No,One year,Yes,Electronic check,DSL,No,0,1,1
8715-KKTFG,2015-01-01,No,,61.01,103.3,6518.35,4,1,1,5,106.84068185543354,1,Female,0,Yes,No,One year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
1550-LOAHA,2017-03-01,2019-11-01 00:00:00,2019-11-01,35.05,84.15,2585.95,2,1,0,2,73.77888730385165,1,Female,0,Yes,No,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,1,0,0
1728-BQDMA,2019-12-01,No,,2.04,44.45,82.7,0,1,0,0,40.53921568627451,0,Female,0,No,No,Month-to-month,No,Electronic check,DSL,No,0,1,1
0268-QKIWO,2019-09-01,2019-12-01 00:00:00,2019-12-01,5.03,19.75,58.85,0,0,0,0,11.699801192842942,0,Female,0,No,No,Month-to-month,No,Electronic check,,No,1,0,0
0876-WDUUZ,2019-07-01,2019-12-01 00:00:00,2019-12-01,7.06,85.4,425.9,2,1,0,2,60.32577903682719,1,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,1,0,0
5117-ZSMHQ,2014-03-01,No,,71.06,89.9,6342.7,6,1,1,7,89.25837320574162,1,Female,0,Yes,Yes,Two year,No,Bank transfer (automatic),DSL,Yes,0,1,1
5151-HQRDG,2017-01-01,No,,36.99,55.05,2030.75,1,1,1,2,54.89997296566639,0,Male,0,Yes,No,Month-to-month,Yes,Mailed check,DSL,Yes,0,1,1
0960-HUWBM,2014-09-01,No,,65.01,104.1,6700.05,4,1,1,5,103.06183664051684,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
6465-GSRCL,2014-07-01,No,,67.05,106.6,7244.7,4,1,1,5,108.04921700223714,1,Female,0,No,Yes,One year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
0617-FHSGK,2015-12-01,2020-01-01 00:00:00,2020-01-01,50.03,75.2,3678.3,0,1,1,1,73.52188686787927,1,Male,0,No,Yes,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,1,0,0
0263-FJTQO,2015-12-01,No,,50.03,70.5,3486.65,3,1,1,4,69.6911852888267,1,Male,0,Yes,Yes,Two year,Yes,Credit card (automatic),DSL,Yes,0,1,1
7319-ZNRTR,2018-01-01,No,,25.0,19.6,411.15,0,0,0,0,16.445999999999998,0,Male,0,Yes,Yes,One year,No,Electronic check,,No,0,1,1
2858-MOFSQ,2018-08-01,2020-01-01 00:00:00,2020-01-01,18.04,55.85,937.5,1,1,1,2,51.967849223946786,0,Female,0,No,Yes,One year,Yes,Mailed check,DSL,Yes,1,0,0
7503-EPSZW,2014-10-01,No,,64.03,24.05,1559.15,0,0,1,1,24.350304544744652,0,Female,0,Yes,Yes,Two year,Yes,Mailed check,,Yes,0,1,1
7089-XXAYG,2018-01-01,No,,25.0,38.1,970.4,2,1,0,2,38.816,1,Male,0,Yes,No,One year,Yes,Credit card (automatic),DSL,,0,1,1
8118-LSUEL,2018-02-01,2020-01-01 00:00:00,2020-01-01,23.98,106.4,2483.5,4,1,1,5,103.56547122602169,0,Male,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
8070-AAWZP,2018-02-01,No,,23.98,34.25,828.2,2,1,0,2,34.5371142618849,0,Male,1,Yes,No,Month-to-month,No,Mailed check,DSL,,0,1,1
1666-JXLKU,2017-01-01,No,,36.99,100.05,3810.55,3,1,1,4,103.01567991349013,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
7855-DIWPO,2018-05-01,No,,21.06,68.65,1493.2,0,1,0,0,70.90218423551758,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
5133-POWUA,2020-01-01,No,,1.02,45.8,45.8,0,1,0,0,44.90196078431372,0,Male,0,No,No,Month-to-month,Yes,Mailed check,DSL,No,0,1,1
5652-MSDEY,2019-04-01,No,,10.05,75.75,777.3,0,1,1,1,77.34328358208954,0,Female,0,No,No,Month-to-month,Yes,Mailed check,Fiber optic,Yes,0,1,1
7005-CCBKV,2019-04-01,2019-10-01 00:00:00,2019-10-01,10.05,84.4,556.35,2,1,0,2,55.35820895522388,0,Male,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
1810-BOHSY,2015-11-01,No,,51.02,96.4,4911.05,3,1,1,4,96.25735005880047,1,Male,0,Yes,No,One year,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
1784-BXEFA,2019-04-01,No,,10.05,20.55,187.35,0,0,0,0,18.641791044776117,0,Female,0,No,No,Month-to-month,Yes,Mailed check,,No,0,1,1
7351-MHQVU,2019-08-01,No,,6.04,50.95,307.6,4,1,0,4,50.9271523178808,1,Female,0,No,No,Month-to-month,No,Credit card (automatic),DSL,,0,1,1
9224-VTYID,2016-03-01,No,,47.04,90.5,4318.35,6,1,1,7,91.80165816326532,0,Male,0,Yes,Yes,Two year,Yes,Mailed check,DSL,Yes,0,1,1
9500-IWPXQ,2015-01-01,No,,61.01,79.4,4820.55,5,1,1,6,79.01245697426651,0,Female,0,Yes,Yes,One year,Yes,Electronic check,DSL,Yes,0,1,1
5762-TJXGK,2015-10-01,No,,52.04,58.75,3038.55,5,1,0,5,58.388739431206766,1,Female,0,No,No,Two year,Yes,Bank transfer (automatic),DSL,,0,1,1
4504-YOULA,2017-03-01,No,,35.05,59.45,2136.9,2,1,1,3,60.96718972895864,1,Female,0,Yes,Yes,Month-to-month,Yes,Credit card (automatic),DSL,Yes,0,1,1
5569-IDSEY,2014-03-01,No,,71.06,105.7,7472.15,4,1,1,5,105.15268786940612,1,Male,0,Yes,No,One year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
4250-FDVOU,2019-04-01,2019-10-01 00:00:00,2019-10-01,10.05,56.25,389.1,2,1,0,2,38.71641791044776,0,Female,0,No,No,Month-to-month,No,Electronic check,DSL,No,1,0,0
7284-ZZLOH,2016-05-01,No,,45.04,53.3,2296.25,2,1,0,2,50.98246003552398,1,Male,0,Yes,No,Two year,No,Credit card (automatic),DSL,No,0,1,1
5277-ZLOOR,2019-08-01,2019-10-01 00:00:00,2019-10-01,6.04,85.55,187.45,1,1,1,2,31.03476821192053,0,Female,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
2141-RRYGO,2019-06-01,2019-10-01 00:00:00,2019-10-01,8.05,68.65,261.25,3,1,0,3,32.45341614906832,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),DSL,No,1,0,0
1777-JYQPJ,2019-12-01,No,,2.04,24.3,38.45,0,1,0,0,18.848039215686274,0,Male,0,No,No,Month-to-month,No,Mailed check,DSL,,0,1,1
6376-GAHQE,2019-07-01,2019-11-01 00:00:00,2019-11-01,7.06,77.85,299.2,1,1,0,1,42.37960339943343,0,Male,0,No,No,Month-to-month,No,Electronic check,Fiber optic,No,1,0,0
3401-URHDA,2015-11-01,No,,51.02,59.9,3043.6,2,1,1,3,59.655037240297915,1,Male,0,No,No,One year,No,Credit card (automatic),DSL,Yes,0,1,1
1599-EAHXY,2015-02-01,No,,59.99,23.95,1506.4,0,0,1,1,25.110851808634774,1,Male,0,Yes,Yes,One year,No,Credit card (automatic),,Yes,0,1,1
8631-XVRZL,2019-05-01,No,,9.07,20.15,163.7,0,0,0,0,18.04851157662624,0,Male,0,No,No,One year,Yes,Mailed check,,No,0,1,1
5052-PNLOS,2019-07-01,2019-10-01 00:00:00,2019-10-01,7.06,105.35,323.25,4,1,1,5,45.786118980169974,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,1,0,0
3853-LYGAM,2018-09-01,No,,17.02,95.65,1640.0,3,1,1,4,96.3572267920094,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
6979-ZNSFF,2019-03-01,2019-11-01 00:00:00,2019-11-01,11.07,87.05,762.1,1,1,1,2,68.84372177055104,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
5751-USDBL,2016-04-01,No,,46.02,81.0,3846.35,5,1,0,5,83.5799652325076,0,Male,0,Yes,Yes,Two year,No,Mailed check,DSL,No,0,1,1
5680-LQOGP,2014-06-01,No,,68.04,82.45,5646.6,6,1,0,6,82.98941798941799,1,Female,0,No,No,Two year,Yes,Credit card (automatic),DSL,No,0,1,1
2386-LAHRK,2019-09-01,2019-10-01 00:00:00,2019-10-01,5.03,53.5,53.5,1,1,0,1,10.636182902584492,0,Male,0,No,No,Month-to-month,Yes,Mailed check,DSL,No,1,0,0
8189-DUKMV,2019-10-01,No,,4.04,20.5,79.05,0,0,0,0,19.566831683168317,1,Female,0,Yes,No,One year,No,Bank transfer (automatic),,No,0,1,1
6032-IGALN,2019-10-01,2019-11-01 00:00:00,2019-11-01,4.04,25.1,25.1,0,1,0,0,6.2128712871287135,0,Female,0,No,No,Month-to-month,Yes,Mailed check,DSL,,1,0,0
9931-DCEZH,2017-10-01,No,,28.02,54.4,1516.6,2,1,0,2,54.12562455389008,1,Male,0,No,Yes,One year,Yes,Credit card (automatic),DSL,No,0,1,1
1898-JSNDC,2016-11-01,No,,38.99,58.6,2224.5,2,1,0,2,57.05309053603488,1,Female,0,No,No,One year,Yes,Credit card (automatic),DSL,No,0,1,1
0315-LVCRK,2019-03-01,No,,11.07,84.8,888.75,2,1,0,2,80.28455284552845,0,Male,0,No,No,Month-to-month,No,Electronic check,Fiber optic,No,0,1,1
3911-RSNHI,2014-03-01,No,,71.06,61.4,4310.35,5,1,0,5,60.65789473684211,1,Female,0,Yes,No,Two year,Yes,Credit card (automatic),DSL,,0,1,1
2410-CIYFZ,2019-12-01,No,,2.04,20.4,42.9,0,0,0,0,21.02941176470588,0,Male,0,No,Yes,Month-to-month,No,Mailed check,,No,0,1,1
4248-HCETZ,2017-04-01,2019-10-01 00:00:00,2019-10-01,34.03,79.65,2365.15,2,1,0,2,69.50191007934176,0,Male,1,Yes,No,Month-to-month,Yes,Mailed check,Fiber optic,No,1,0,0
5505-OVWQW,2018-09-01,No,,17.02,20.15,353.65,0,0,0,0,20.77849588719154,0,Female,0,No,No,One year,No,Mailed check,,No,0,1,1
7271-AJDTL,2015-07-01,No,,55.06,94.45,5073.1,3,1,1,4,92.13766799854704,1,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
1867-TJHTS,2015-04-01,No,,58.05,79.8,4526.85,1,1,1,2,77.98191214470285,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
0516-WJVXC,2019-08-01,2020-01-01 00:00:00,2020-01-01,6.04,54.2,308.25,2,1,0,2,51.03476821192053,0,Female,0,No,No,Month-to-month,No,Electronic check,DSL,No,1,0,0
9174-FKWZE,2019-11-01,2019-12-01 00:00:00,2019-12-01,3.02,19.45,19.45,0,0,0,0,6.440397350993377,0,Female,1,No,No,Month-to-month,Yes,Electronic check,,No,1,0,0
6860-YRJZP,2019-05-01,No,,9.07,74.05,678.45,0,1,1,1,74.80154355016538,0,Male,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
4429-WYGFR,2017-12-01,No,,26.02,49.15,1237.3,1,1,0,1,47.551883166794774,1,Male,0,No,No,Month-to-month,No,Bank transfer (automatic),DSL,No,0,1,1
2817-LVCPP,2015-12-01,No,,50.03,19.4,1023.95,0,0,0,0,20.466719968019188,1,Female,0,No,No,Two year,No,Credit card (automatic),,No,0,1,1
5038-ETMLM,2014-02-01,No,,71.98,113.65,8182.75,6,1,1,7,113.68088357877187,1,Female,0,Yes,No,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
5056-FIMPT,2016-07-01,No,,43.04,106.0,4532.3,5,1,0,5,105.30436802973978,1,Female,0,No,Yes,One year,Yes,Credit card (automatic),Fiber optic,No,0,1,1
4521-WFJAI,2015-06-01,No,,56.04,25.95,1444.05,0,0,1,1,25.768201284796575,1,Male,0,No,No,Two year,Yes,Bank transfer (automatic),,Yes,0,1,1
6569-KTMDU,2020-01-01,No,,1.02,19.1,19.1,0,0,0,0,18.725490196078432,0,Female,0,No,No,Month-to-month,No,Mailed check,,No,0,1,1
8809-RIHDD,2014-01-01,2020-01-01 00:00:00,2020-01-01,73.0,103.4,7372.65,4,1,1,5,100.99520547945205,0,Male,0,Yes,Yes,Two year,Yes,Electronic check,Fiber optic,Yes,1,0,0
8809-XKHMD,2014-02-01,No,,71.98,100.55,7325.1,4,1,1,5,101.7657682689636,1,Male,0,Yes,No,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
0396-YCHWO,2017-02-01,No,,35.97,95.4,3474.2,2,1,1,3,96.58604392549347,0,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
0867-LDTTC,2019-09-01,No,,5.03,75.15,392.65,4,1,0,4,78.06163021868787,1,Male,0,No,No,Month-to-month,No,Bank transfer (automatic),DSL,No,0,1,1
4822-NGOCH,2018-12-01,2020-01-01 00:00:00,2020-01-01,14.03,84.45,1058.6,2,1,1,3,75.45260156806842,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
9391-DXGGG,2016-06-01,No,,44.02,89.15,3990.75,3,1,0,3,90.65765561108586,1,Female,1,No,No,One year,No,Credit card (automatic),Fiber optic,No,0,1,1
9844-FELAJ,2014-04-01,No,,70.04,107.9,7475.85,5,1,1,6,106.73686464877213,0,Female,1,Yes,Yes,One year,Yes,Electronic check,Fiber optic,Yes,0,1,1
2122-SZZZD,2016-06-01,No,,44.02,19.5,835.5,0,0,0,0,18.980009086778736,1,Male,0,No,No,One year,No,Credit card (automatic),,No,0,1,1
5307-DZCVC,2017-03-01,2019-11-01 00:00:00,2019-11-01,35.05,85.95,2628.6,1,1,1,2,74.99572039942939,1,Female,1,Yes,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,1,0,0
3148-AOIQT,2014-05-01,No,,69.05,24.95,1718.35,0,0,1,1,24.88559015206372,1,Female,0,Yes,No,Two year,Yes,Credit card (automatic),,Yes,0,1,1
8679-JOEVF,2018-09-01,2020-01-01 00:00:00,2020-01-01,17.02,59.4,1023.9,2,1,0,2,60.15863689776733,0,Female,1,No,No,Month-to-month,No,Electronic check,DSL,No,1,0,0
8395-ETZKQ,2014-06-01,No,,68.04,19.5,1193.55,0,0,0,0,17.541887125220455,1,Male,1,Yes,Yes,One year,No,Bank transfer (automatic),,No,0,1,1
6692-YQHXC,2018-10-01,No,,16.03,69.95,1205.5,0,1,0,0,75.20274485339986,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,0,1,1
3889-VWBID,2014-06-01,No,,68.04,82.85,5776.45,5,1,0,5,84.89785420340975,1,Male,0,Yes,Yes,Two year,No,Bank transfer (automatic),DSL,No,0,1,1
5222-JCXZT,2019-10-01,No,,4.04,19.0,78.9,0,0,0,0,19.52970297029703,0,Male,0,No,No,Month-to-month,No,Mailed check,,No,0,1,1
9754-CLVZW,2017-12-01,No,,26.02,38.85,1025.15,3,1,0,3,39.39853958493467,1,Female,0,Yes,Yes,Month-to-month,No,Credit card (automatic),DSL,,0,1,1
1432-FPAXX,2017-05-01,2019-10-01 00:00:00,2019-10-01,33.05,30.6,856.35,1,1,0,1,25.910741301059005,0,Female,0,No,No,Month-to-month,Yes,Electronic check,DSL,,1,0,0
2739-CCZMB,2019-09-01,No,,5.03,20.35,122.0,0,0,0,0,24.254473161033797,1,Male,0,No,Yes,Month-to-month,No,Credit card (automatic),,No,0,1,1
7080-TNUWP,2014-04-01,No,,70.04,95.0,6602.9,3,1,1,4,94.2732724157624,1,Male,0,Yes,No,One year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
0496-AHOOK,2018-02-01,No,,23.98,74.4,1712.9,4,1,0,4,71.4303586321935,1,Male,0,Yes,No,One year,No,Bank transfer (automatic),DSL,No,0,1,1
8336-TAVKX,2014-02-01,No,,71.98,78.45,5682.25,5,1,1,6,78.94206724090024,1,Female,1,Yes,No,Two year,No,Bank transfer (automatic),DSL,Yes,0,1,1
2468-SJFLM,2020-01-01,No,,1.02,74.3,74.3,1,1,0,1,72.84313725490196,0,Male,0,No,No,Month-to-month,Yes,Mailed check,Fiber optic,No,0,1,1
3181-VTHOE,2014-04-01,No,,70.04,51.05,3635.15,4,1,0,4,51.901056539120496,1,Male,0,Yes,No,One year,Yes,Bank transfer (automatic),DSL,,0,1,1
7168-HDQHG,2017-02-01,No,,35.97,19.2,702.9,0,0,0,0,19.541284403669724,1,Female,0,Yes,Yes,Month-to-month,No,Bank transfer (automatic),,No,0,1,1
4803-AXVYP,2016-09-01,2019-11-01 00:00:00,2019-11-01,41.0,99.55,3734.25,3,1,1,4,91.07926829268293,0,Female,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
3884-HCSWG,2018-06-01,2019-11-01 00:00:00,2019-11-01,20.04,70.0,1144.5,0,1,0,0,57.11077844311377,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
4567-AKPIA,2016-09-01,No,,41.0,109.1,4454.25,5,1,1,6,108.64024390243902,1,Female,0,Yes,Yes,One year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
5077-DXTCG,2019-09-01,2019-10-01 00:00:00,2019-10-01,5.03,45.3,45.3,0,1,0,0,9.005964214711728,0,Female,0,No,No,Month-to-month,Yes,Electronic check,DSL,No,1,0,0
1142-WACZW,2019-08-01,2019-10-01 00:00:00,2019-10-01,6.04,29.85,75.6,1,1,0,1,12.516556291390728,1,Male,0,No,No,Month-to-month,No,Bank transfer (automatic),DSL,,1,0,0
7901-HXJVA,2018-12-01,No,,14.03,76.45,1117.55,1,1,0,1,79.6543121881682,0,Male,0,No,No,Month-to-month,No,Electronic check,Fiber optic,No,0,1,1
5649-ANRML,2019-11-01,2020-01-01 00:00:00,2020-01-01,3.02,95.1,180.25,4,1,0,4,59.68543046357616,1,Male,1,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,1,0,0
4892-VLANZ,2019-10-01,2019-11-01 00:00:00,2019-11-01,4.04,19.8,19.8,0,0,0,0,4.900990099009901,0,Male,0,No,No,Month-to-month,No,Mailed check,,No,1,0,0
5924-IFQTT,2019-01-01,No,,13.01,72.8,930.05,4,1,1,5,71.48731744811683,0,Male,0,Yes,Yes,Month-to-month,Yes,Electronic check,DSL,Yes,0,1,1
7968-QUXNS,2019-08-01,No,,6.04,18.95,110.15,0,0,0,0,18.236754966887418,0,Male,0,No,No,Month-to-month,No,Mailed check,,No,0,1,1
2919-HBCJO,2019-08-01,2019-12-01 00:00:00,2019-12-01,6.04,76.65,333.6,1,1,0,1,55.2317880794702,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,1,0,0
4236-XPXAV,2019-06-01,2019-11-01 00:00:00,2019-11-01,8.05,99.15,465.05,4,1,0,4,57.77018633540372,0,Female,0,Yes,Yes,Month-to-month,Yes,Mailed check,Fiber optic,No,1,0,0
8903-WMRNW,2018-11-01,No,,15.01,101.75,1669.4,4,1,0,4,111.21918720852766,0,Female,0,Yes,No,Month-to-month,No,Electronic check,Fiber optic,No,0,1,1
